Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Aaya Toofan,1999.0,111.0,Action,5.4,31.0,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover
Aaye Din Bahar Ke,1966.0,170.0,"Musical, Romance",6.6,109.0,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni
Aazaan,2011.0,125.0,"Action, Musical, Thriller",4.4,346.0,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
Aazmayish,1995.0,147.0,"Action, Drama, Romance",5.0,35.0,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
Ab Ayega Mazaa,1984.0,128.0,Comedy,6.6,85.0,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
Ab Dilli Dur Nahin,1957.0,133.0,Drama,7.6,80.0,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
Ab Hoga Dharna Unlimited,2012.0,78.0,Comedy,4.0,6.0,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
Ab Insaf Hoga,1995.0,125.0,"Action, Drama",4.8,32.0,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
Ab To Aaja Saajan Mere,1994.0,127.0,"Drama, Romance",4.0,6.0,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
Ab... Bas!,2004.0,137.0,"Romance, Thriller",3.2,74.0,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
Abdullah,1980.0,136.0,"Action, Drama, Romance",6.4,189.0,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar
Abe Hayat,1955.0,140.0,"Action, Adventure, Fantasy",4.8,21.0,Ramanlal Desai,Prem Nath,Ameeta,Shashikala
Abhay,1995.0,127.0,Fantasy,7.0,64.0,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
Abhi To Jee Lein,1977.0,135.0,"Action, Drama, Thriller",5.4,10.0,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal
Abhilasha,1968.0,141.0,"Drama, Romance",6.8,24.0,Amit Bose,Meena Kumari,Nanda,Sanjay Khan
Abhimanyu,1991.0,140.0,"Crime, Drama, Musical",7.0,326.0,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor
Abhimanyu,1989.0,168.0,"Action, Comedy, Drama",4.6,28.0,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon
Abhinetri,1970.0,154.0,"Drama, Romance",6.7,70.0,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee
Abodh,1984.0,132.0,Drama,5.8,109.0,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma
Accident on Hill Road,2010.0,105.0,"Crime, Drama, Thriller",4.0,284.0,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
Achanak,1973.0,96.0,"Crime, Drama",6.8,213.0,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty
Achanak,1998.0,160.0,"Action, Mystery, Thriller",4.0,245.0,Naresh Malhotra,Govinda,Manisha Koirala,Farha Naaz
Achhut Kanya,1936.0,142.0,"Drama, Musical, Romance",6.5,114.0,Franz Osten,Devika Rani,Ashok Kumar,Monorama
Acid Factory,2009.0,108.0,"Action, Crime, Mystery",5.0,677.0,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
Action,2019.0,158.0,"Action, Adventure, Thriller",4.5,858.0,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi
Ada... A Way of Life,2010.0,120.0,"Action, Crime, Drama",3.6,49.0,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy
Adalat,1958.0,139.0,"Drama, Musical, Romance",6.9,36.0,Kalidas,Nargis,Pradeep Kumar,Pran
Adalat,1976.0,138.0,"Action, Drama, Family",6.4,284.0,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman,Neetu Singh
Adhi Raat Ke Baad,1965.0,137.0,"Action, Drama, Mystery",6.6,28.0,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar
Adhikar,1954.0,126.0,"Comedy, Drama, Romance",6.7,13.0,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju
Adhipathi,2001.0,151.0,"Action, Drama",5.4,533.0,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu
Adhura Sapna,2007.0,88.0,Drama,4.7,11.0,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake
Adi Shankaracharya,1983.0,130.0,"Biography, Drama",7.3,240.0,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt
Adil-E-Jahangir,1955.0,150.0,Drama,5.0,8.0,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru
Adisaya Piravi,1990.0,145.0,"Action, Comedy, Fantasy",6.9,335.0,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh
Adrishya,2017.0,106.0,"Drama, Family, Horror",3.3,102.0,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
Adutha Varisu,1983.0,122.0,Drama,5.5,76.0,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.
Adventure Kids Hindi Film,2019.0,120.0,Adventure,6.6,12.0,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar
Adventures of Aladdin,1978.0,151.0,Adventure,4.7,7.0,Homi Wadia,Nazneen,Jayshree T.,Raza Murad
Adventures of Ali-Baba and the Forty Thieves,1980.0,153.0,"Action, Adventure, Family",6.2,506.0,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini
Adventures of Tarzan,1985.0,135.0,"Action, Adventure, Comedy",4.6,140.0,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri
Adwait Sangeet,2011.0,82.0,"Documentary, Biography, Musical",7.9,13.0,Makarand Brahme,,,
Africadalli Sheela,1986.0,134.0,"Adventure, Thriller",6.6,18.0,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish
Afsana,1966.0,134.0,"Drama, Romance",6.5,12.0,Brij,Ashok Kumar,Pradeep Kumar,Padmini
Afsana,1951.0,168.0,"Drama, Family",7.8,57.0,B.R. Chopra,Ashok Kumar,Veena,Jeevan
Afsana Pyar Ka,1991.0,145.0,"Drama, Romance",5.9,783.0,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori
Afsar,1950.0,121.0,"Comedy, Romance",7.1,19.0,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta
After the Third Bell,2014.0,92.0,"Crime, Mystery",6.3,43.0,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora
Agar Tum Na Hote,1983.0,161.0,"Drama, Family",6.4,152.0,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar
Agathiyar,1972.0,153.0,"Adventure, Comedy, Drama",6.6,30.0,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi
Agent Vinod,1977.0,139.0,"Action, Crime, Drama",5.7,84.0,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar
Aghaat,1985.0,138.0,"Drama, Crime",7.1,120.0,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur
Agnee,1988.0,153.0,"Action, Drama, Romance",5.1,29.0,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh
Agnee Morcha,1997.0,142.0,Action,3.1,14.0,Raju Chouhan,Aparajita,Birbal,Dharmendra
Agneekaal,1990.0,161.0,"Action, Crime, Drama",5.6,26.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar
Agni IPS,1997.0,137.0,Action,7.8,33.0,Anand P. Raju,Saroja Devi B.,Saikumar,Ranjitha
Agni Pareeksha,1981.0,130.0,"Crime, Drama",6.0,22.0,Kamal Majumdar,Amol Palekar,Parikshit Sahni,Rameshwari
Agni Sakshi,1996.0,142.0,"Drama, Musical, Romance",6.1,684.0,Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala
Agnichakra,1997.0,123.0,Action,3.6,53.0,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah,Govinda
Agniputra,2000.0,140.0,Action,4.6,24.0,Vijay Reddy,Asrani,Mithun Chakraborty,Pinky Chinoy
Agnivarsha: The Fire and the Rain,2002.0,126.0,"Drama, Fantasy, Romance",4.6,361.0,Arjun Sajnani,Jackie Shroff,Kumar Iyengar,Raveena Tandon
Agreement,1980.0,124.0,"Musical, Comedy, Drama",6.2,19.0,Anil Ganguly,Rekha,Utpal Dutt,Shailendra Singh
Agyaat,2009.0,130.0,"Drama, Horror, Mystery",2.9,620.0,Ram Gopal Varma,Nithiin,Priyanka Kothari,Rasika Dugal
Ahaan,2019.0,81.0,"Comedy, Drama",7.2,213.0,Nikhil Pherwani,Arif Zakaria,Niharika Singh,Abuli Mamaji
Ahankaar,1995.0,145.0,Drama,5.9,53.0,Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni,Prem Chopra
Ahinsa,1979.0,103.0,"Action, Drama",4.1,10.0,Chand,Sunil Dutt,Rekha,Ranjeet
Ahista Ahista,1981.0,141.0,"Musical, Romance",7.0,45.0,Esmayeel Shroff,Parveen Babi,Suresh Chatwal,Aruna Irani
Ahsaas,1979.0,144.0,"Drama, Romance",5.7,38.0,Surindara Suri,Shashi Kapoor,Simi Garewal,Rakesh Bedi
Aisa Yeh Jahaan,2015.0,120.0,Drama,6.6,52.0,Biswajeet Bora,Yashpal Sharma,Ira Dubey,Tinnu Anand
Aisi Bhi Kya Jaldi Hai,1996.0,132.0,"Comedy, Romance",6.6,68.0,Sachin Pilgaonkar,Sachin,Sachin Pilgaonkar,Vivek Mushran
Aisi Deewangi,2009.0,125.0,"Action, Comedy, Drama",4.1,7.0,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora,Pankaj Berry
Aitbaar,1985.0,133.0,"Romance, Thriller",6.9,149.0,Mukul Anand,Raj Babbar,Dimple Kapadia,Danny Denzongpa
Ajab Gazabb Love,2012.0,116.0,"Comedy, Romance",4.2,520.0,Sanjay Gadhvi,Jackky Bhagnani,Nidhi Subbaiah,Darshan Jariwala
Ajab Singh Ki Gajab Kahani,2017.0,115.0,Drama,5.8,52.0,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri,Rajesh Jais
Ajanabee,1974.0,139.0,"Drama, Romance",6.5,174.0,Shakti Samanta,Rajesh Khanna,Zeenat Aman,Prem Chopra
Ajay,1996.0,146.0,"Action, Drama, Romance",3.7,187.0,Suneel Darshan,Sunny Deol,Karisma Kapoor,Reena Roy
Ajji,2017.0,104.0,Drama,6.9,973.0,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi
AK 47,2004.0,125.0,"Action, Thriller",5.0,39.0,Raam Shetty,Aditya,Sheetal Bavishi,Om Puri
Akashdeep,1965.0,136.0,Drama,6.6,32.0,Phani Majumdar,Dharmendra,Mehmood,Ashok Kumar
Akayla,1991.0,180.0,"Action, Drama, Thriller",5.0,421.0,Ramesh Sippy,Amitabh Bachchan,Jackie Shroff,Amrita Singh
Akbar Saleem Anarkali,1979.0,139.0,"Drama, History, Musical",7.7,38.0,N.T. Rama Rao,N.T. Rama Rao,Nandamuri Balakrishna,Unni Mary
Akela the Alone,2014.0,58.0,Thriller,5.5,10.0,Abrar,Adil Ahamad,Roman Ajaz,Casim Bilal
Akeli,1999.0,165.0,Romance,5.6,11.0,Vinod Pande,Perena Agarwal,Nandini Ghosal,Brij Gopal
Akhiyon Se Goli Maare,2002.0,146.0,"Comedy, Romance",5.1,881.0,Harmesh Malhotra,Govinda,Raveena Tandon,Kader Khan
Akhri Muqabla,1989.0,132.0,"Action, Drama",5.3,13.0,Sudesh Issar,Shashi Kapoor,Rajan Sippy,Suresh Oberoi
Aksar 2,2017.0,127.0,"Crime, Drama, Mystery",3.6,417.0,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey
Alaap,1977.0,160.0,"Drama, Musical",6.7,327.0,Hrishikesh Mukherjee,Amitabh Bachchan,Rekha,Chhayadevi
Aladdin and the Wonderful Lamp,1952.0,144.0,"Adventure, Fantasy",5.9,15.0,Homi Wadia,Mahipal,Meena Kumari,S.N. Tripathi
Alag Alag,1985.0,174.0,"Family, Musical, Romance",6.4,86.0,Shakti Samanta,Rajesh Khanna,Shashi Kapoor,Tina Ambani
Alajh Palajh,2019.0,136.0,Comedy,6.9,7.0,Uttar Kumar,Vikas Balian,Usha Devi,Monu Dhankad
Alam Ara,1973.0,124.0,Drama,6.8,8.0,Nanubhoy Vakil,Nazima,Ajit Sachdev,Paidi Jairaj
Alavuddinum Athbutha Vilakkum,1979.0,144.0,"Adventure, Drama, Fantasy",6.6,161.0,I.V. Sasi,Kamal Haasan,Rajinikanth,Jayabharati
Albela,2001.0,145.0,"Comedy, Drama, Romance",3.7,737.0,Deepak Sareen,Govinda,Aishwarya Rai Bachchan,Jackie Shroff
Albela,1951.0,158.0,"Comedy, Drama, Musical",7.0,82.0,Master Bhagwan,Geeta Bali,Master Bhagwan,Badri Prasad
Albert Pinto Ko Gussa Kyon Ata Hai,1980.0,110.0,"Comedy, Drama, Romance",7.5,428.0,Saeed Akhtar Mirza,Naseeruddin Shah,Shabana Azmi,Smita Patil
Albert Pinto Ko Gussa Kyun Aata Hai?,2019.0,100.0,Drama,5.5,349.0,Soumitra Ranade,Manav Kaul,Nandita Das,Amarjeet Amle
Alex's Strip,2019.0,109.0,Drama,5.9,37.0,Irene Zoe Alameda,Aitana Sánchez-Gijón,Aida Folch,Rohit Choudhary
Ali Baba and 40 Thieves,1966.0,154.0,"Adventure, Fantasy, Romance",6.4,14.0,Homi Wadia,Sanjeev Kumar,L. Vijayalakshmi,David Abraham
Alibaba and 40 Thieves,1954.0,145.0,"Action, Adventure, Drama",6.2,46.0,Homi Wadia,Shakila,Mahipal,B.M. Vyas
Alibaba Marjinaa,1977.0,163.0,"Action, Adventure",6.7,27.0,Kedar Kapoor,Urmila Bhatt,Birbal,Jagdeep
Alif,2017.0,120.0,Drama,6.5,137.0,Zaigham Imam,Neelima Azim,Pawan Tiwari,Bhavna Pani
Alif-Laila,1953.0,135.0,Fantasy,6.3,11.0,K. Amarnath,Nimmi,Asha Mathur,Pran
All Ladies Do It,2020.0,97.0,Thriller,7.9,384.0,Akhil Gautam,Akhil Gautam,Ajay Bafna,Vikas Sachdeva
All Rounder,1984.0,128.0,"Action, Drama",4.8,31.0,Mohan Kumar,Kumar Gaurav,Rati Agnihotri,Vinod Mehra
Allah Ke Banday,2010.0,123.0,"Action, Crime, Drama",6.1,303.0,Faruk Kabir,Varun Bhagwat,Virendra Giri,Vikram Gokhale
Allah Meharban To Gadha Pehalwan,1997.0,149.0,Comedy,4.3,7.0,Ravindra Arora,Zahid Ali,Shakti Kapoor,Kader Khan
Allah-Rakha,1986.0,160.0,"Action, Drama",5.4,132.0,Ketan Desai,Jackie Shroff,Shammi Kapoor,Waheeda Rehman
Amaanat,1994.0,140.0,"Action, Drama",4.7,552.0,Raj N. Sippy,Sanjay Dutt,Akshay Kumar,Heera Rajgopal
Aman,1967.0,152.0,"Adventure, Drama, Romance",6.5,41.0,Mohan Kumar,Rajendra Kumar,Saira Banu,Balraj Sahni
Aman Ke Farishtey,2016.0,137.0,Action,6.6,23.0,Kader Kashmiri,Sonia Albizuri,Dev Anand,Bob Christo
Amanush,1975.0,153.0,"Drama, Family",7.0,232.0,Shakti Samanta,Uttam Kumar,Sharmila Tagore,Prema Narayan
Amar,1954.0,149.0,"Drama, Musical, Romance",6.8,162.0,Mehboob Khan,Madhubala,Nimmi,Dilip Kumar
Amar Deep,1958.0,148.0,"Musical, Romance",6.6,38.0,T. Prakash Rao,Dev Anand,Vyjayanthimala,Padmini
Amar Jyoti,1936.0,166.0,Drama,6.1,17.0,Shantaram Rajaram Vankudre,Durga Khote,Shanta Apte,Vasanti
Amar Prem,2020.0,143.0,Drama,4.4,25.0,Tanveer Hashmi,Chandrima Banerjee,Kundan Bhardwaj,Sufi
Amar Rahe Ye Pyar,1961.0,121.0,Drama,6.5,14.0,Prabhu,Rajendra Kumar,Nalini Jaywant,Nanda
Amar Shakti,1978.0,133.0,"Action, Adventure, Comedy",4.9,16.0,Harmesh Malhotra,Shashi Kapoor,Shatrughan Sinha,Sulakshana Pandit
Amavas,2019.0,134.0,"Horror, Thriller",2.8,308.0,Bhushan Patel,Ali Asgar,Ali Asgar,Vivan Bhatena
Amba,1990.0,153.0,Family,4.2,41.0,Mohan Kumar,Shabana Azmi,Anil Kapoor,Meenakshi Sheshadri
Amber,1952.0,141.0,"Action, Adventure, Drama",6.9,65.0,Jayant Desai,Nargis,Raj Kapoor,Agha
Amdavad Junction,2013.0,95.0,Mystery,4.4,16.0,Apurv Bajpai,Rohan Jardosh,Ishita Salot,Gunjan Vyas
Amir Garib,1974.0,140.0,"Action, Thriller",6.6,90.0,Mohan Kumar,Dev Anand,Hema Malini,Prem Nath
Amiri Garibi,1990.0,155.0,Family,4.9,47.0,Harmesh Malhotra,Jeetendra,Rekha,Rishi Kapoor
Amit Sahni Ki List,2014.0,110.0,"Comedy, Romance",5.4,347.0,Ajay Bhuyan,Vir Das,Vega Tamotia,Anindita Nayar
Amma,1986.0,135.0,Drama,6.2,11.0,Jiten,Rakhee Gulzar,Mithun Chakraborty,Suresh Oberoi
Amma Nagamma,2001.0,110.0,"Drama, Fantasy, Thriller",5.6,7.0,C.H. Balaji Singh Babu,Dhamini,Kumar Govind,Prema
Ammaa Ki Boli,2021.0,117.0,"Comedy, Drama",8.1,871.0,Narayan Chauhan,Sanjay Mishra,Hrishitaa Bhatt,Master Aniket
Amrapali,1966.0,119.0,"Musical, Fantasy",6.6,194.0,Lekh Tandon,Vyjayanthimala,Sunil Dutt,Prem Nath
Amrit,1986.0,137.0,"Drama, Family",7.0,169.0,Mohan Kumar,Rajesh Khanna,Smita Patil,Aruna Irani
Amu,2005.0,102.0,Drama,7.3,856.0,Shonali Bose,Konkona Sen Sharma,Yashpal Sharma,Brinda Karat
An Engineered Dream,2018.0,72.0,Documentary,8.4,11.0,Hemant Gaba,,,
An Evening in Paris,1967.0,168.0,"Musical, Romance, Thriller",6.9,328.0,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Sarita
An Indian Day,1968.0,57.0,Documentary,7.1,25.0,S. Sukhdev,,,
Anamika,1973.0,125.0,"Mystery, Romance, Musical",7.1,278.0,Raghunath Jhalani,Sanjeev Kumar,Jaya Bachchan,Iftekhar
Anand Math,1952.0,176.0,"Biography, Drama, History",7.6,85.0,Hemen Gupta,Prithviraj Kapoor,Geeta Bali,Ranjana
Ananda Ashram,1977.0,127.0,"Drama, Family",7.1,140.0,Shakti Samanta,Ashok Kumar,Uttam Kumar,Sharmila Tagore
Anari,1959.0,166.0,"Comedy, Drama, Musical",7.9,740.0,Hrishikesh Mukherjee,Raj Kapoor,Nutan,Lalita Pawar
Anari,1993.0,171.0,"Comedy, Drama, Romance",4.8,429.0,K. Muralimohana Rao,Rakhee Gulzar,Venkatesh Daggubati,Karisma Kapoor
Anari,1975.0,144.0,"Drama, Romance",6.2,36.0,Asit Sen,Shashi Kapoor,Sharmila Tagore,Moushumi Chatterjee
Anari No. 1,1999.0,169.0,Comedy,5.0,636.0,Kuku Kohli,Govinda,Raveena Tandon,Simran
Anarkali,1953.0,175.0,"History, Musical, Romance",7.2,72.0,Nandlal Jaswantlal,Bina Rai,Pradeep Kumar,Kuldip Kaur
Anatomy of Violence,2016.0,93.0,"Crime, Drama",5.4,54.0,Deepa Mehta,Vansh Bhardwaj,Tia Bhatia,Janki Bisht
Andaz,1949.0,148.0,"Musical, Drama, Crime",7.2,498.0,Mehboob Khan,Nargis,Dilip Kumar,V.H. Desai
Andaz,1971.0,166.0,"Drama, Romance",6.7,275.0,Ramesh Sippy,Shammi Kapoor,Rajesh Khanna,Hema Malini
Andaz,1994.0,167.0,"Action, Comedy, Drama",4.4,402.0,David Dhawan,Anil Kapoor,Juhi Chawla,Karisma Kapoor
Andha Bichar,1990.0,148.0,"Action, Drama",6.8,16.0,Shakti Samanta,Mithun Chakraborty,Mandakini,Tanuja
Andha Oru Nimidam,1985.0,144.0,"Action, Crime, Drama",6.8,53.0,Major Sundarrajan,Kamal Haasan,Urvashi,Y.G. Mahendran
Andhaa Kaanoon,1983.0,155.0,"Action, Drama",6.1,666.0,Rama Rao Tatineni,Amitabh Bachchan,Rajinikanth,Hema Malini
Andhera,1975.0,110.0,"Crime, Drama, Thriller",5.1,30.0,Shyam Ramsay,Tulsi Ramsay,Sameer Khan,Vani Ganpati
Andheri Raat Mein Diya Tere Haath Mein,1986.0,129.0,"Comedy, Drama",6.8,56.0,Dada Kondke,Dada Kondke,Usha Chavan,Dina Pathak
Andhi Gali,1984.0,152.0,"Drama, Thriller",5.5,13.0,Buddhadev Dasgupta,Deepti Naval,Mahesh Bhatt,Anil Chatterjee
Andolan,1995.0,165.0,"Action, Comedy, Drama",5.0,249.0,Aziz Sejawal,Ishrat Ali,Somy Ali,Divya Bharti
Angaar,1992.0,176.0,"Action, Crime, Drama",6.4,297.0,Shashilal K. Nair,Jackie Shroff,Dimple Kapadia,Nana Patekar
Angaara,1996.0,127.0,"Action, Crime",4.3,30.0,Anil Ganguly,Sadashiv Amrapurkar,Suresh Bhagwat,Hemant Birje
Angaaray,1998.0,141.0,"Action, Crime, Drama",5.3,793.0,Mahesh Bhatt,Akshay Kumar,Nagarjuna Akkineni,Pooja Bhatt
Angel,2011.0,114.0,"Action, Drama",6.3,84.0,Ganesh Acharya,Sumit Arora,Arun,Raakesh Babu
Angoor,2005.0,106.0,Drama,6.1,53.0,Kanti Shah,Sapna Sappu,Rajesh Sabharwal,Amit Pachori
Angrakshak,1995.0,116.0,"Action, Romance",4.4,167.0,Ravi Raja Pinisetty,Sunny Deol,Pooja Bhatt,Rami Reddy
Angulimaal,1960.0,153.0,"Action, Adventure, Drama",6.1,28.0,Vijay Bhatt,Nimmi,Bharat Bhushan,Anita Guha
Anhonee,1952.0,155.0,"Drama, Romance, Thriller",7.2,77.0,Khwaja Ahmad Abbas,Nargis,Raj Kapoor,Agha
Anhonee,1973.0,127.0,"Drama, Romance, Thriller",7.1,40.0,Ravi Tandon,Sanjeev Kumar,Leena Chandavarkar,Padma Khanna
Anita,1967.0,154.0,"Musical, Thriller, Mystery",6.4,120.0,Raj Khosla,Sadhana,Manoj Kumar,I.S. Johar
Anjaam,1987.0,136.0,Thriller,5.3,12.0,T. Hariharan,Rajan Sippy,Parijat,Shashi Kapoor
Anjaana,1969.0,152.0,Romance,5.6,48.0,Mohan Kumar,Rajendra Kumar,Babita Kapoor,Pran
Anjaane: The Unkown,2005.0,110.0,Horror,3.9,71.0,Harryy W. Fernaandes,Manisha Koirala,Sanjay Kapoor,Helen
Anjan Hai Koyee,1969.0,133.0,"Action, Comedy, Crime",5.8,12.0,Babubhai Mistry,Feroz Khan,Nalini,Helen
Anjaneya,2003.0,168.0,"Action, Crime, Drama",3.4,363.0,N. Maharajan,Ajith Kumar,Meera Jasmine,Raghuvaran
Anjaneyulu,2009.0,143.0,"Action, Comedy, Crime",4.8,324.0,Parasuram,Ravi Teja,Nayanthara,Kota Srinivasa Rao
Ankahee,1985.0,135.0,Drama,7.1,109.0,Amol Palekar,Amol Palekar,Deepti Naval,Devika Mukherjee
Ankahee,2006.0,151.0,"Biography, Drama, Romance",4.1,366.0,Vikram Bhatt,Aftab Shivdasani,Ameesha Patel,Esha Deol
Ankhen,1968.0,172.0,"Action, Adventure, Drama",7.2,325.0,Ramanand Sagar,Mala Sinha,Dharmendra,Kumkum
Ankhon Mein Tum Ho,1997.0,151.0,Romance,5.5,46.0,Ashim S. Samanta,Anuraag,Rakhee Gulzar,Satyendra Kapoor
Ankush,1986.0,149.0,"Action, Drama",7.5,398.0,N. Chandra,Nana Patekar,Rabia Amin,Gajanan Bangera
Anmol,1993.0,163.0,"Drama, Family, Romance",5.6,128.0,Ketan Desai,Maya Alagh,Sudha Chopra,Anil Dhawan
Anmol Ghadi,1946.0,122.0,"Drama, Musical, Romance",7.3,63.0,Mehboob Khan,Surendra,Suraiya,Noor Jehan
Anmol Sitaare,1982.0,153.0,Drama,7.0,5.0,Geethapriya,Master Baboo,Rakesh Bedi,Ramesh Deo
Anmol Tasveer,1978.0,77.0,"Drama, Family",7.9,9.0,Satyen Bose,Preeti Ganguli,Anoop Kumar,Birbal
Anna,2016.0,142.0,Biography,4.9,43.0,Shashank Udapurkar,Shashank Udapurkar,Tanishaa Mukerji,Govind Namdeo
Annai Velankanni,1971.0,148.0,Drama,7.1,29.0,K. Thankappan,Jayalalitha J,Gemini Ganesan,Padmini
Anokha,1975.0,132.0,"Action, Comedy, Crime",4.9,18.0,Jugal Kishore,Shatrughan Sinha,Zarina Wahab,A.K. Hangal
Anokha Aspatal,1989.0,91.0,Comedy,6.3,13.0,Mukesh Sharma,Ankur,Ajay Chadha,Paintal
Anokha Bandhan,1982.0,134.0,Drama,7.4,94.0,Mehul Kumar,Shabana Azmi,Seema Deo,Aruna Irani
Anokha Milan,1972.0,125.0,Drama,6.3,19.0,Jagannath Chatterjee,Dharmendra,Pranoti Ghosh,Brahm Bhardwaj
Anokha Moti,2000.0,86.0,"Drama, Family",6.9,16.0,Tapan Sinha,Arjun Chakraborty,Nayab Aftab,Radhika Jajodia
Anokhe Amar Shaheed Baba Deep Singh Ji,2006.0,154.0,History,6.6,9.0,Jaswinder Chahal,Deep Dhillon,Jaswant Saggo Jas,Kashish
Anokhi Ada,1948.0,141.0,"Drama, Musical, Romance",6.4,26.0,Mehboob Khan,Naseem Banu,Surendra,Prem Adib
Anokhi Ada,1973.0,150.0,"Drama, Romance",4.5,44.0,Kundan Kumar,Jeetendra,Rekha,Vinod Khanna
Anokhi Raat,1968.0,120.0,"Crime, Drama, Mystery",7.3,94.0,Asit Sen,Sanjeev Kumar,Zaheeda,Tarun Bose
Anpadh,1962.0,150.0,"Drama, Musical, Romance",6.6,105.0,Mohan Kumar,Mala Sinha,Balraj Sahni,Dharmendra
Ansh: The Deadly Part,2002.0,180.0,"Crime, Drama, Thriller",6.3,51.0,Rajan Johri,Om Puri,Ashutosh Rana,Abbas
Ansoo Ban Gaye Phool,1969.0,145.0,"Drama, Family",7.2,26.0,Satyen Bose,Ashok Kumar,Deb Mukherjee,Alka
Antardwand,2008.0,114.0,"Crime, Drama",7.3,656.0,Sushil Rajpal,Raj Singh Chaudhary,Raja Chaudhary,Swati Sen
Antarnaad,1991.0,160.0,Drama,5.5,109.0,Shyam Benegal,Girish Karnad,Kulbhushan Kharbanda,Shabana Azmi
Antenna,2021.0,84.0,Drama,7.1,7.0,Shoib Nikash Shah,Imran Khan,Imran Khan,Azmat Khwaja
Anth,1994.0,136.0,Action,4.4,124.0,Sanjay Khanna,Sunil Shetty,Somy Ali,Paresh Rawal
Anthony Kaun Hai?,2006.0,127.0,"Mystery, Thriller",5.2,617.0,Raj Kaushal,Sanjay Dutt,Arshad Warsi,Minissha Lamba
Anubhav,1971.0,139.0,Drama,6.7,137.0,Basu Bhattacharya,Sanjeev Kumar,Tanuja,Dinesh Thakur
Anubhav: An Experience,2003.0,90.0,Crime,3.4,11.0,Sandeep Kumar,Afrin,Amit,Neel Arvind
Anupama,1966.0,148.0,"Drama, Romance",7.4,416.0,Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Shashikala
